,code,FloatPopu,month
789,31120,2702443.68,2020-07-01
790,31130,6220833.71,2020-07-01
791,31140,306376.68,2020-07-01
792,31150,1470978.12,2020-07-01
793,31160,1119657.54,2020-07-01
794,31170,808565.35,2020-07-01
795,31180,5325562.04,2020-07-01
796,31191,756323.76,2020-07-01
797,31192,1675731.71,2020-07-01
798,31193,1757848.35,2020-07-01
799,31200,1878250.86,2020-07-01
800,31210,567903.16,2020-07-01
801,31220,316724.0,2020-07-01
802,31230,2944145.08,2020-07-01
803,31240,1709540.24,2020-07-01
804,31250,1986597.62,2020-07-01
805,31260,1304776.42,2020-07-01
806,31270,802076.41,2020-07-01
807,31280,350874.22,2020-07-01
808,31350,118093.47,2020-07-01
809,31370,657171.27,2020-07-01
810,31380,961069.99,2020-07-01
811,32000,1992094.11,2020-07-01
812,33000,933496.17,2020-07-01
813,34000,1452266.71,2020-07-01
814,35000,407219.42,2020-07-01
815,36000,233430.49,2020-07-01
816,37000,465522.97,2020-07-01
817,38000,246461.55,2020-07-01
818,39000,276453.33,2020-07-01
819,11010,17721734.38,2020-08-01
820,11020,18718295.93,2020-08-01
821,11030,14179863.85,2020-08-01
822,11040,15432420.94,2020-08-01
823,11050,16404603.11,2020-08-01
824,11060,15421232.21,2020-08-01
825,11070,14032183.59,2020-08-01
826,11080,16557979.79,2020-08-01
827,11090,11857077.47,2020-08-01
828,11100,10850564.55,2020-08-01
829,11110,20046903.24,2020-08-01
830,11120,17244358.43,2020-08-01
831,11130,15616674.68,2020-08-01
832,11140,23461076.07,2020-08-01
833,11150,15340052.93,2020-08-01
834,11160,23225464.21,2020-08-01
835,11170,16509145.58,2020-08-01
836,11180,9908573.11,2020-08-01
837,11190,23897344.470000003,2020-08-01
838,11200,14965295.29,2020-08-01
839,11210,18307247.11,2020-08-01
840,11220,30569460.9,2020-08-01
841,11230,48016092.72,2020-08-01
842,11240,34935864.96,2020-08-01
843,11250,21158217.12,2020-08-01
844,21000,390418.24,2020-08-01
845,22000,243858.19,2020-08-01
846,23010,873379.62,2020-08-01
847,23020,92526.1,2020-08-01
848,23030,669826.79,2020-08-01
849,23040,743209.37,2020-08-01
850,23050,916787.96,2020-08-01
851,23060,1410796.94,2020-08-01
852,23070,901341.02,2020-08-01
853,23080,1507935.53,2020-08-01
854,23310,280527.19,2020-08-01
855,23320,49267.73,2020-08-01
856,24000,166661.97,2020-08-01
857,25000,461586.74,2020-08-01
858,26000,88774.55,2020-08-01
859,29000,194227.69,2020-08-01
860,31011,573276.62,2020-08-01
861,31012,566901.11,2020-08-01
862,31013,480168.27,2020-08-01
863,31014,944205.82,2020-08-01
864,31021,2315261.1,2020-08-01
865,31022,1107918.54,2020-08-01
866,31023,3902562.95,2020-08-01
867,31030,3091805.74,2020-08-01
868,31041,1164765.71,2020-08-01
869,31042,1628284.16,2020-08-01
870,31050,5001085.38,2020-08-01
871,31060,3421460.61,2020-08-01
872,31070,521852.0,2020-08-01
873,31080,285365.52,2020-08-01
874,31091,596624.5,2020-08-01
875,31092,702995.54,2020-08-01
876,31101,4737814.95,2020-08-01
877,31103,2014820.6,2020-08-01
878,31104,1308322.71,2020-08-01
879,31110,1058372.93,2020-08-01
880,31120,2439958.25,2020-08-01
881,31130,5501197.0,2020-08-01
882,31140,273646.13,2020-08-01
883,31150,1351770.86,2020-08-01
884,31160,961729.31,2020-08-01
885,31170,690955.04,2020-08-01
886,31180,4844407.53,2020-08-01
887,31191,673278.93,2020-08-01
888,31192,1441351.31,2020-08-01
889,31193,1494226.63,2020-08-01
890,31200,1654160.79,2020-08-01
891,31210,520935.99,2020-08-01
892,31220,291541.7,2020-08-01
893,31230,2686428.29,2020-08-01
894,31240,1538966.91,2020-08-01
895,31250,1760542.1,2020-08-01
896,31260,1191826.48,2020-08-01
897,31270,733727.08,2020-08-01
898,31280,316812.07,2020-08-01
899,31350,104005.62,2020-08-01
900,31370,632516.25,2020-08-01
901,31380,841910.31,2020-08-01
902,32000,2137442.03,2020-08-01
903,33000,894947.02,2020-08-01
904,34000,1460055.58,2020-08-01
905,35000,460176.42,2020-08-01
906,36000,298178.76,2020-08-01
907,37000,529191.3099999999,2020-08-01
908,38000,280160.06,2020-08-01
909,39000,331993.4,2020-08-01
910,11010,16861844.77,2020-09-01
911,11020,18439573.7,2020-09-01
912,11030,13628398.54,2020-09-01
913,11040,15301587.04,2020-09-01
914,11050,15894833.78,2020-09-01
915,11060,15334283.54,2020-09-01
916,11070,13978826.5,2020-09-01
917,11080,16702980.88,2020-09-01
918,11090,11692373.44,2020-09-01
919,11100,10891514.05,2020-09-01
920,11110,19308794.12,2020-09-01
921,11120,16810369.34,2020-09-01
922,11130,14992913.1,2020-09-01
923,11140,22088525.1,2020-09-01
924,11150,14528703.94,2020-09-01
925,11160,22313463.3,2020-09-01
926,11170,16157356.22,2020-09-01
927,11180,9848713.64,2020-09-01
928,11190,23168051.93,2020-09-01
929,11200,14322818.01,2020-09-01
930,11210,17692703.49,2020-09-01
931,11220,28752244.57,2020-09-01
932,11230,43455573.48,2020-09-01
933,11240,33531340.85,2020-09-01
934,11250,20628957.85,2020-09-01
935,21000,227211.96,2020-09-01
936,22000,174625.68,2020-09-01
937,23010,852572.36,2020-09-01
938,23020,93892.2,2020-09-01
939,23030,646039.88,2020-09-01
940,23040,698220.67,2020-09-01
941,23050,919394.37,2020-09-01
942,23060,1380423.28,2020-09-01
943,23070,891392.55,2020-09-01
944,23080,1505667.26,2020-09-01
945,23310,291282.27,2020-09-01
946,23320,46329.2,2020-09-01
947,24000,119400.92,2020-09-01
948,25000,385980.25,2020-09-01
949,26000,57523.19,2020-09-01
950,29000,170132.63999999998,2020-09-01
951,31011,548719.84,2020-09-01
952,31012,550604.29,2020-09-01
953,31013,446196.71,2020-09-01
954,31014,898985.04,2020-09-01
955,31021,2318437.71,2020-09-01
956,31022,1097032.22,2020-09-01
957,31023,3706131.96,2020-09-01
958,31030,3125365.54,2020-09-01
959,31041,1134100.0,2020-09-01
960,31042,1607420.73,2020-09-01
961,31050,4889321.100000001,2020-09-01
962,31060,3289495.7,2020-09-01
963,31070,504837.0,2020-09-01
964,31080,286418.73,2020-09-01
965,31091,578038.84,2020-09-01
966,31092,694674.06,2020-09-01
967,31101,4785521.02,2020-09-01
968,31103,1996288.25,2020-09-01
969,31104,1256381.94,2020-09-01
970,31110,1118796.08,2020-09-01
971,31120,2491351.1,2020-09-01
972,31130,5537176.23,2020-09-01
973,31140,263397.46,2020-09-01
974,31150,1363409.57,2020-09-01
975,31160,945703.7,2020-09-01
976,31170,677280.0,2020-09-01
977,31180,4744026.31,2020-09-01
978,31191,721851.5499999999,2020-09-01
979,31192,1392712.22,2020-09-01
980,31193,1417203.61,2020-09-01
981,31200,1829321.47,2020-09-01
982,31210,527553.55,2020-09-01
983,31220,306025.19,2020-09-01
984,31230,2766393.35,2020-09-01
985,31240,1527560.98,2020-09-01
986,31250,1827928.76,2020-09-01
987,31260,1226051.74,2020-09-01
988,31270,774315.45,2020-09-01
989,31280,338048.54,2020-09-01
990,31350,120924.96,2020-09-01
991,31370,524129.21,2020-09-01
992,31380,846563.9,2020-09-01
993,32000,1521516.03,2020-09-01
994,33000,798923.66,2020-09-01
995,34000,1269589.08,2020-09-01
996,35000,330059.11,2020-09-01
997,36000,178946.83,2020-09-01
998,37000,363591.44,2020-09-01
999,38000,176795.43,2020-09-01
1000,39000,196074.55,2020-09-01
1001,11010,21661003.77,2020-10-01
1002,11020,22126354.94,2020-10-01
1003,11030,16377119.32,2020-10-01
1004,11040,17901138.65,2020-10-01
1005,11050,19298165.53,2020-10-01
1006,11060,18062099.06,2020-10-01
1007,11070,16180049.45,2020-10-01
1008,11080,20062417.95,2020-10-01
1009,11090,13983103.66,2020-10-01
1010,11100,12615973.46,2020-10-01
1011,11110,23543839.95,2020-10-01
1012,11120,19966465.87,2020-10-01
1013,11130,18294533.81,2020-10-01
1014,11140,26956288.5,2020-10-01
1015,11150,17461294.17,2020-10-01
1016,11160,26368764.6,2020-10-01
1017,11170,18923874.42,2020-10-01
1018,11180,11169768.87,2020-10-01
1019,11190,27205626.47,2020-10-01
1020,11200,17197899.2,2020-10-01
1021,11210,20871318.71,2020-10-01
1022,11220,34394291.17,2020-10-01
1023,11230,52707182.16,2020-10-01
1024,11240,39885717.79,2020-10-01
1025,11250,24674745.93,2020-10-01
1026,21000,374209.4,2020-10-01
1027,22000,286438.18,2020-10-01
1028,23010,984787.92,2020-10-01
1029,23020,108951.59,2020-10-01
1030,23030,767427.54,2020-10-01
1031,23040,854912.88,2020-10-01
1032,23050,1115748.1,2020-10-01
1033,23060,1605169.98,2020-10-01
1034,23070,1025629.96,2020-10-01
1035,23080,1745379.36,2020-10-01
1036,23310,409522.46,2020-10-01
1037,23320,59744.01,2020-10-01
1038,24000,210868.61,2020-10-01
1039,25000,545213.07,2020-10-01
1040,26000,97932.73,2020-10-01
1041,29000,207575.05,2020-10-01
1042,31011,665374.42,2020-10-01
1043,31012,662505.63,2020-10-01
1044,31013,558883.8099999999,2020-10-01
1045,31014,1049749.74,2020-10-01
1046,31021,2780666.26,2020-10-01
1047,31022,1248408.96,2020-10-01
1048,31023,4447852.33,2020-10-01
1049,31030,3606482.08,2020-10-01
1050,31041,1314074.09,2020-10-01
1051,31042,1863123.58,2020-10-01
1052,31050,5633749.41,2020-10-01
1053,31060,3770281.38,2020-10-01
1054,31070,608383.39,2020-10-01
1055,31080,361491.5,2020-10-01
1056,31091,685259.45,2020-10-01
1057,31092,825583.61,2020-10-01
1058,31101,5506956.67,2020-10-01
1059,31103,2311980.0300000003,2020-10-01
1060,31104,1485007.43,2020-10-01
1061,31110,1391298.54,2020-10-01
1062,31120,2893085.94,2020-10-01
1063,31130,6314570.24,2020-10-01
1064,31140,318314.19,2020-10-01
1065,31150,1591235.85,2020-10-01
1066,31160,1101489.19,2020-10-01
1067,31170,798519.76,2020-10-01
1068,31180,5386584.01,2020-10-01
1069,31191,888749.4299999999,2020-10-01
1070,31192,1674843.88,2020-10-01
1071,31193,1714266.38,2020-10-01
1072,31200,2188639.74,2020-10-01
1073,31210,620020.17,2020-10-01
1074,31220,375283.5,2020-10-01
1075,31230,3197114.54,2020-10-01
1076,31240,1782830.66,2020-10-01
1077,31250,2098619.96,2020-10-01
1078,31260,1438717.7,2020-10-01
1079,31270,953349.43,2020-10-01
1080,31280,422041.34,2020-10-01
1081,31350,154428.25,2020-10-01
1082,31370,663751.81,2020-10-01
1083,31380,1026267.63,2020-10-01
1084,32000,2198857.17,2020-10-01
1085,33000,1095544.61,2020-10-01
1086,34000,1702934.82,2020-10-01
1087,35000,523620.48,2020-10-01
1088,36000,319277.77,2020-10-01
1089,37000,577622.81,2020-10-01
1090,38000,295669.62,2020-10-01
1091,39000,322288.04,2020-10-01
1092,11010,20065211.78,2020-11-01
1093,11020,20978496.46,2020-11-01
1094,11030,14948652.63,2020-11-01
1095,11040,16502496.9,2020-11-01
1096,11050,17546201.37,2020-11-01
1097,11060,16612923.91,2020-11-01
1098,11070,14863649.79,2020-11-01
1099,11080,18404404.81,2020-11-01
1100,11090,12738698.77,2020-11-01
1101,11100,11549792.54,2020-11-01
1102,11110,21425394.4,2020-11-01
1103,11120,18071702.45,2020-11-01
1104,11130,16851319.72,2020-11-01
1105,11140,24334078.06,2020-11-01
1106,11150,16068266.48,2020-11-01
1107,11160,24220554.94,2020-11-01
1108,11170,17786616.81,2020-11-01
1109,11180,10477788.95,2020-11-01
1110,11190,25479759.23,2020-11-01
1111,11200,15973430.48,2020-11-01
1112,11210,19284476.31,2020-11-01
1113,11220,32662806.38,2020-11-01
1114,11230,50246538.46,2020-11-01
1115,11240,36819427.69,2020-11-01
1116,11250,22846027.48,2020-11-01
1117,21000,351708.24,2020-11-01
1118,22000,261574.23,2020-11-01
1119,23010,807944.04,2020-11-01
1120,23020,102603.11,2020-11-01
1121,23030,729271.67,2020-11-01
1122,23040,803029.25,2020-11-01
1123,23050,1020342.59,2020-11-01
1124,23060,1529328.09,2020-11-01
1125,23070,957661.96,2020-11-01
1126,23080,1633473.61,2020-11-01
1127,23310,280226.28,2020-11-01
1128,23320,33775.75,2020-11-01
1129,24000,215934.95,2020-11-01
1130,25000,527958.35,2020-11-01
1131,26000,85872.45999999999,2020-11-01
1132,29000,197140.03,2020-11-01
1133,31011,627377.55,2020-11-01
1134,31012,634515.5,2020-11-01
1135,31013,522817.19,2020-11-01
1136,31014,1011187.54,2020-11-01
1137,31021,2601776.57,2020-11-01
1138,31022,1196534.02,2020-11-01
1139,31023,4257709.72,2020-11-01
1140,31030,3354233.15,2020-11-01
1141,31041,1230618.88,2020-11-01
1142,31042,1791920.87,2020-11-01
1143,31050,5327877.16,2020-11-01
1144,31060,3541367.69,2020-11-01
1145,31070,567174.6900000001,2020-11-01
1146,31080,319643.46,2020-11-01
1147,31091,640583.0700000001,2020-11-01
1148,31092,745863.02,2020-11-01
1149,31101,4946474.91,2020-11-01
1150,31103,2120080.21,2020-11-01
1151,31104,1453085.61,2020-11-01
1152,31110,1207994.17,2020-11-01
1153,31120,2710220.76,2020-11-01
1154,31130,5705733.94,2020-11-01
1155,31140,296222.67,2020-11-01
1156,31150,1461255.79,2020-11-01
1157,31160,1048345.96,2020-11-01
1158,31170,746505.61,2020-11-01
1159,31180,4984094.69,2020-11-01
1160,31191,763054.68,2020-11-01
1161,31192,1569619.55,2020-11-01
1162,31193,1629497.56,2020-11-01
1163,31200,1859420.25,2020-11-01
1164,31210,560529.52,2020-11-01
1165,31220,321247.01,2020-11-01
1166,31230,2903881.21,2020-11-01
1167,31240,1671106.87,2020-11-01
1168,31250,1874277.33,2020-11-01
1169,31260,1247615.54,2020-11-01
1170,31270,768358.03,2020-11-01
1171,31280,352180.31,2020-11-01
1172,31350,115151.82,2020-11-01
1173,31370,498688.1,2020-11-01
1174,31380,830213.88,2020-11-01
1175,32000,1713830.01,2020-11-01
1176,33000,1011869.85,2020-11-01
1177,34000,1538057.74,2020-11-01
1178,35000,540041.86,2020-11-01
1179,36000,310273.38,2020-11-01
1180,37000,509482.89,2020-11-01
1181,38000,249949.2,2020-11-01
1182,39000,359764.74,2020-11-01
1183,11010,14542888.72,2020-12-01
1184,11020,16527222.57,2020-12-01
1185,11030,11816199.7,2020-12-01
1186,11040,13436022.27,2020-12-01
1187,11050,13909120.56,2020-12-01
1188,11060,13598097.73,2020-12-01
1189,11070,12394044.52,2020-12-01
1190,11080,14600686.03,2020-12-01
1191,11090,10308341.01,2020-12-01
1192,11100,9501505.44,2020-12-01
1193,11110,17250103.59,2020-12-01
1194,11120,14724008.72,2020-12-01
1195,11130,13454976.35,2020-12-01
1196,11140,18169183.33,2020-12-01
1197,11150,12705507.69,2020-12-01
1198,11160,19673932.53,2020-12-01
1199,11170,14707511.57,2020-12-01
1200,11180,9088618.77,2020-12-01
1201,11190,20782051.79,2020-12-01
1202,11200,12804052.49,2020-12-01
1203,11210,15714763.35,2020-12-01
1204,11220,25953201.4,2020-12-01
1205,11230,39078720.63,2020-12-01
1206,11240,29925788.61,2020-12-01
1207,11250,18513191.52,2020-12-01
1208,21000,232686.1,2020-12-01
1209,22000,186782.03,2020-12-01
1210,23010,750722.78,2020-12-01
1211,23020,86893.37,2020-12-01
1212,23030,642151.61,2020-12-01
1213,23040,672065.9,2020-12-01
1214,23050,865931.99,2020-12-01
1215,23060,1331068.63,2020-12-01
1216,23070,835600.28,2020-12-01
1217,23080,1425242.3,2020-12-01
1218,23310,208240.3,2020-12-01
1219,23320,27346.31,2020-12-01
1220,24000,147726.76,2020-12-01
1221,25000,374749.85,2020-12-01
1222,26000,61048.76,2020-12-01
1223,29000,157908.88999999998,2020-12-01
1224,31011,512150.56,2020-12-01
1225,31012,538492.38,2020-12-01
1226,31013,424637.55,2020-12-01
1227,31014,844678.87,2020-12-01
1228,31021,2213007.77,2020-12-01
1229,31022,1043528.39,2020-12-01
1230,31023,3471929.05,2020-12-01
1231,31030,2891863.38,2020-12-01
1232,31041,1058959.05,2020-12-01
1233,31042,1544455.9,2020-12-01
1234,31050,4654633.92,2020-12-01
1235,31060,3052020.24,2020-12-01
1236,31070,477249.24,2020-12-01
1237,31080,254954.17,2020-12-01
1238,31091,549364.85,2020-12-01
1239,31092,648495.75,2020-12-01
1240,31101,4277064.5200000005,2020-12-01
1241,31103,1826687.83,2020-12-01
1242,31104,1212926.64,2020-12-01
1243,31110,961866.04,2020-12-01
1244,31120,2334977.04,2020-12-01
1245,31130,4914215.39,2020-12-01
1246,31140,250528.24,2020-12-01
1247,31150,1316237.69,2020-12-01
1248,31160,909121.42,2020-12-01
1249,31170,626467.35,2020-12-01
1250,31180,4447459.66,2020-12-01
1251,31191,599761.66,2020-12-01
1252,31192,1307153.02,2020-12-01
1253,31193,1362009.81,2020-12-01
1254,31200,1565825.7,2020-12-01
1255,31210,451664.13,2020-12-01
1256,31220,233419.91,2020-12-01
1257,31230,2560565.35,2020-12-01
1258,31240,1403223.29,2020-12-01
1259,31250,1577689.5,2020-12-01
1260,31260,1046048.09,2020-12-01
1261,31270,594616.74,2020-12-01
1262,31280,240608.58,2020-12-01
1263,31350,82836.77,2020-12-01
1264,31370,347362.49,2020-12-01
1265,31380,640187.63,2020-12-01
1266,32000,1302934.75,2020-12-01
1267,33000,682690.69,2020-12-01
1268,34000,1092686.73,2020-12-01
1269,35000,326617.99,2020-12-01
1270,36000,205380.12,2020-12-01
1271,37000,335346.37,2020-12-01
1272,38000,179907.3,2020-12-01
1273,39000,201891.52,2020-12-01
1274,11010,14530371.88,2021-01-01
1275,11020,16039356.32,2021-01-01
1276,11030,11743867.63,2021-01-01
1277,11040,13387155.28,2021-01-01
1278,11050,13805485.52,2021-01-01
1279,11060,13364882.85,2021-01-01
1280,11070,12179147.86,2021-01-01
1281,11080,14538731.41,2021-01-01
1282,11090,10115569.33,2021-01-01
1283,11100,9329051.18,2021-01-01
1284,11110,17033572.21,2021-01-01
1285,11120,14651664.28,2021-01-01
1286,11130,13318148.01,2021-01-01
1287,11140,18581804.11,2021-01-01
1288,11150,12960505.62,2021-01-01
1289,11160,19700355.42,2021-01-01
1290,11170,14455803.6,2021-01-01
1291,11180,8879440.82,2021-01-01
1292,11190,20739228.17,2021-01-01
1293,11200,12718164.68,2021-01-01
1294,11210,15507517.96,2021-01-01
1295,11220,26114444.63,2021-01-01
1296,11230,39587129.15,2021-01-01
1297,11240,30066519.48,2021-01-01
1298,11250,18566139.1,2021-01-01
1299,21000,247772.34,2021-01-01
1300,22000,190034.59,2021-01-01
1301,23010,733700.57,2021-01-01
1302,23020,81552.24,2021-01-01
1303,23030,612173.97,2021-01-01
1304,23040,654356.75,2021-01-01
1305,23050,843922.12,2021-01-01
1306,23060,1306355.62,2021-01-01
1307,23070,798492.71,2021-01-01
1308,23080,1393022.33,2021-01-01
1309,23310,212566.32,2021-01-01
1310,23320,22676.7,2021-01-01
1311,24000,155230.02,2021-01-01
1312,25000,383571.36,2021-01-01
1313,26000,64076.77,2021-01-01
1314,29000,150560.74,2021-01-01
1315,31011,501581.37,2021-01-01
1316,31012,532249.56,2021-01-01
1317,31013,414803.45,2021-01-01
1318,31014,833658.38,2021-01-01
1319,31021,2149994.64,2021-01-01
1320,31022,1014775.46,2021-01-01
1321,31023,3441446.34,2021-01-01
1322,31030,2833507.72,2021-01-01
1323,31041,1027557.34,2021-01-01
1324,31042,1506123.92,2021-01-01
1325,31050,4564852.64,2021-01-01
1326,31060,2999889.19,2021-01-01
1327,31070,459611.88,2021-01-01
1328,31080,247914.95,2021-01-01
1329,31091,529900.98,2021-01-01
1330,31092,621037.09,2021-01-01
1331,31101,4275128.02,2021-01-01
1332,31103,1791019.97,2021-01-01
1333,31104,1197894.72,2021-01-01
1334,31110,952718.0,2021-01-01
1335,31120,2261035.6,2021-01-01
1336,31130,4829800.81,2021-01-01
1337,31140,240677.13,2021-01-01
1338,31150,1283804.2,2021-01-01
1339,31160,882497.5,2021-01-01
1340,31170,610141.83,2021-01-01
1341,31180,4454780.1,2021-01-01
1342,31191,555649.92,2021-01-01
1343,31192,1274389.47,2021-01-01
1344,31193,1343526.61,2021-01-01
1345,31200,1544358.69,2021-01-01
1346,31210,434869.24,2021-01-01
1347,31220,218781.77,2021-01-01
1348,31230,2534303.35,2021-01-01
1349,31240,1356819.15,2021-01-01
1350,31250,1507271.53,2021-01-01
1351,31260,1017164.73,2021-01-01
1352,31270,572386.8,2021-01-01
1353,31280,218923.42,2021-01-01
1354,31350,79604.77,2021-01-01
1355,31370,318857.64,2021-01-01
1356,31380,627118.44,2021-01-01
1357,32000,1290397.96,2021-01-01
1358,33000,670338.88,2021-01-01
1359,34000,1061754.32,2021-01-01
1360,35000,337723.85,2021-01-01
1361,36000,193336.54,2021-01-01
1362,37000,335253.81,2021-01-01
1363,38000,185421.14,2021-01-01
1364,39000,177615.98,2021-01-01
1365,11010,16059955.15,2021-02-01
1366,11020,16730245.96,2021-02-01
1367,11030,12636129.58,2021-02-01
1368,11040,14072873.18,2021-02-01
1369,11050,14667660.48,2021-02-01
1370,11060,13954482.69,2021-02-01
1371,11070,12661418.06,2021-02-01
1372,11080,15422727.38,2021-02-01
1373,11090,10670774.13,2021-02-01
1374,11100,9865791.64,2021-02-01
1375,11110,18158595.17,2021-02-01
1376,11120,15356084.22,2021-02-01
1377,11130,14177207.92,2021-02-01
1378,11140,20387601.38,2021-02-01
1379,11150,14013648.2,2021-02-01
1380,11160,20852279.78,2021-02-01
1381,11170,14937687.83,2021-02-01
1382,11180,8979428.1,2021-02-01
1383,11190,22031041.57,2021-02-01
1384,11200,13548023.92,2021-02-01
1385,11210,16232761.74,2021-02-01
1386,11220,27448353.89,2021-02-01
1387,11230,41948907.52,2021-02-01
1388,11240,31940397.46,2021-02-01
1389,11250,19653856.34,2021-02-01
1390,21000,327145.9,2021-02-01
1391,22000,232028.18,2021-02-01
1392,23010,777912.87,2021-02-01
1393,23020,80290.63,2021-02-01
1394,23030,632345.6,2021-02-01
1395,23040,693805.34,2021-02-01
1396,23050,862951.24,2021-02-01
1397,23060,1330445.3,2021-02-01
1398,23070,822096.35,2021-02-01
1399,23080,1423336.1,2021-02-01
1400,23310,248050.45,2021-02-01
1401,23320,27685.57,2021-02-01
1402,24000,184083.21,2021-02-01
1403,25000,434427.8,2021-02-01
1404,26000,80426.26,2021-02-01
1405,29000,171222.23,2021-02-01
1406,31011,527086.36,2021-02-01
1407,31012,549535.89,2021-02-01
1408,31013,443219.18,2021-02-01
1409,31014,861194.13,2021-02-01
1410,31021,2197372.17,2021-02-01
1411,31022,1026135.92,2021-02-01
1412,31023,3602465.0,2021-02-01
1413,31030,2910088.45,2021-02-01
1414,31041,1057353.03,2021-02-01
1415,31042,1522846.47,2021-02-01
1416,31050,4572346.32,2021-02-01
1417,31060,3050312.33,2021-02-01
1418,31070,489569.6,2021-02-01
1419,31080,267404.63,2021-02-01
1420,31091,551563.28,2021-02-01
1421,31092,636631.58,2021-02-01
1422,31101,4384630.59,2021-02-01
1423,31103,1820299.45,2021-02-01
1424,31104,1216147.2,2021-02-01
1425,31110,1048441.8,2021-02-01
1426,31120,2291380.72,2021-02-01
1427,31130,5014653.31,2021-02-01
1428,31140,255504.27,2021-02-01
1429,31150,1326015.46,2021-02-01
1430,31160,896697.89,2021-02-01
1431,31170,629831.14,2021-02-01
1432,31180,4589285.5,2021-02-01
1433,31191,631619.17,2021-02-01
1434,31192,1334410.43,2021-02-01
1435,31193,1408952.79,2021-02-01
1436,31200,1688668.01,2021-02-01
1437,31210,477273.64,2021-02-01
1438,31220,246639.38,2021-02-01
1439,31230,2617030.1,2021-02-01
1440,31240,1413185.43,2021-02-01
1441,31250,1593375.19,2021-02-01
1442,31260,1092204.54,2021-02-01
1443,31270,641516.91,2021-02-01
1444,31280,271220.67,2021-02-01
1445,31350,92770.8,2021-02-01
1446,31370,373441.62,2021-02-01
1447,31380,702994.38,2021-02-01
1448,32000,1554306.08,2021-02-01
1449,33000,785776.39,2021-02-01
1450,34000,1228549.0,2021-02-01
1451,35000,423693.61,2021-02-01
1452,36000,257787.39,2021-02-01
1453,37000,442069.41,2021-02-01
1454,38000,237537.27,2021-02-01
1455,39000,273291.58,2021-02-01
1456,11010,20689044.35,2021-03-01
1457,11020,21597111.43,2021-03-01
1458,11030,15906194.5,2021-03-01
1459,11040,17890468.52,2021-03-01
1460,11050,18396313.81,2021-03-01
1461,11060,17504793.82,2021-03-01
1462,11070,15605524.98,2021-03-01
1463,11080,19572933.39,2021-03-01
1464,11090,13314869.2,2021-03-01
1465,11100,12075177.78,2021-03-01
1466,11110,22589520.38,2021-03-01
1467,11120,18933770.61,2021-03-01
1468,11130,17915291.18,2021-03-01
1469,11140,25443885.76,2021-03-01
1470,11150,17286080.36,2021-03-01
1471,11160,25904870.73,2021-03-01
1472,11170,18656649.77,2021-03-01
1473,11180,11182865.64,2021-03-01
1474,11190,28153451.42,2021-03-01
1475,11200,17012810.44,2021-03-01
1476,11210,20369508.83,2021-03-01
1477,11220,34748213.0,2021-03-01
1478,11230,53434048.13,2021-03-01
1479,11240,39457995.44,2021-03-01
1480,11250,24681908.0,2021-03-01
1481,21000,341490.8,2021-03-01
1482,22000,244083.93,2021-03-01
1483,23010,845990.18,2021-03-01
1484,23020,98955.86,2021-03-01
1485,23030,758542.99,2021-03-01
1486,23040,821143.31,2021-03-01
1487,23050,1025267.39,2021-03-01
1488,23060,1598387.92,2021-03-01
1489,23070,995237.59,2021-03-01
1490,23080,1697742.96,2021-03-01
1491,23310,249291.28,2021-03-01
1492,23320,29985.48,2021-03-01
1493,24000,192362.15,2021-03-01
1494,25000,484626.79,2021-03-01
1495,26000,79697.38,2021-03-01
1496,29000,191121.16,2021-03-01
1497,31011,646321.98,2021-03-01
1498,31012,650221.14,2021-03-01
1499,31013,539684.52,2021-03-01
1500,31014,1043116.89,2021-03-01
1501,31021,2767478.89,2021-03-01
1502,31022,1269015.29,2021-03-01
1503,31023,4387305.22,2021-03-01
1504,31030,3494829.13,2021-03-01
1505,31041,1300212.75,2021-03-01
1506,31042,1861142.25,2021-03-01
1507,31050,5569162.33,2021-03-01
1508,31060,3691535.88,2021-03-01
1509,31070,573167.42,2021-03-01
1510,31080,317450.44,2021-03-01
1511,31091,652324.25,2021-03-01
1512,31092,763209.18,2021-03-01
1513,31101,5265041.6,2021-03-01
1514,31103,2181778.48,2021-03-01
1515,31104,1482574.72,2021-03-01
1516,31110,1281051.23,2021-03-01
1517,31120,2760294.01,2021-03-01
1518,31130,6040855.23,2021-03-01
1519,31140,302918.4,2021-03-01
1520,31150,1577777.96,2021-03-01
1521,31160,1069814.23,2021-03-01
1522,31170,757155.77,2021-03-01
1523,31180,5566403.37,2021-03-01
1524,31191,759757.77,2021-03-01
1525,31192,1589405.74,2021-03-01
1526,31193,1679077.77,2021-03-01
1527,31200,1908649.46,2021-03-01
1528,31210,561712.59,2021-03-01
1529,31220,299240.87,2021-03-01
1530,31230,3085516.22,2021-03-01
1531,31240,1685563.44,2021-03-01
1532,31250,1871313.78,2021-03-01
1533,31260,1317041.82,2021-03-01
1534,31270,735067.27,2021-03-01
1535,31280,344795.92,2021-03-01
1536,31350,106528.24,2021-03-01
1537,31370,445037.65,2021-03-01
1538,31380,836403.16,2021-03-01
1539,32000,1569524.29,2021-03-01
1540,33000,884972.16,2021-03-01
1541,34000,1383372.95,2021-03-01
1542,35000,431947.76,2021-03-01
1543,36000,262923.67,2021-03-01
1544,37000,438756.48,2021-03-01
1545,38000,231417.56,2021-03-01
1546,39000,320545.11,2021-03-01
1547,11010,20726329.4,2021-04-01
1548,11020,21805320.07,2021-04-01
1549,11030,16221654.25,2021-04-01
1550,11040,18400699.03,2021-04-01
