O_ID,D_ID
1111011100,1120011500
1111011100,1123010300
1111011100,1138010300
1111011100,1144010200
1111011100,1153010200
1111011100,1154510100
1111011100,1156011000
1111011100,1156011300
1111011100,1156013200
1111011100,1159010100
1111011100,1165010800
1111011100,1168010100
1111011100,1168010700
1111011100,1171010800
1111011200,1111011900
1111011200,1111012300
1111011200,1111012500
1111011200,1111012600
1111011200,1111012900
1111011200,1111013800
1111011200,1111016100
1111011200,1111016300
1111011200,1114011400
1111011200,1114012000
1111011200,1114016700
1111011200,1117010400
1111011200,1117012500
1111011200,1154510100
1111011200,1156011000
1111011200,1159010100
1111011400,1111011400
1111011400,1111011900
1111011400,1111012500
1111011400,1111012800
1111011400,1111013200
1111011400,1111015900
1111011400,1111016000
1111011400,1111016600
1111011400,1111016800
1111011400,1111017100
1111011400,1111018700
1111011400,1114011400
1111011400,1129010300
1111011400,1129010500
1111011400,1129011600
1111011400,1130510100
1111011400,1138010700
1111011400,1141010200
1111011400,1141011100
1111011400,1141011200
1111011400,1141011300
1111011400,1141011400
1111011400,1141011600
1111011400,1141011700
1111011400,1141012000
1111011400,1144012500
1111011400,1144012700
1111011500,1111011400
1111011500,1111011500
1111011500,1111011900
1111011500,1111012500
1111011500,1111012600
1111011500,1111012800
1111011500,1111012900
1111011500,1111013200
1111011500,1111013400
1111011500,1111015900
1111011500,1111016000
1111011500,1111016600
1111011500,1111016800
1111011500,1111017100
1111011500,1111017700
1111011500,1111017800
1111011500,1111018000
1111011500,1111018100
1111011500,1111018700
1111011500,1114011400
1111011500,1114011800
1111011500,1114012000
1111011500,1114013800
1111011500,1114016700
1111011500,1117012500
1111011500,1138010200
1111011500,1141010200
1111011500,1141011100
1111011500,1141011300
1111011500,1141011400
1111011500,1141011600
1111011500,1141011700
1111011500,1141012000
1111011500,1144012000
1111011500,1144012100
1111011500,1144012500
1111011500,1144012700
1111011500,1147010200
1111011500,1150010100
1111011500,1150010200
1111011500,1153010200
1111011500,1154510100
1111011500,1156011000
1111011500,1162010200
1111011500,1165010800
1111011500,1168010100
1111011500,1168010400
1111011500,1168010500
1111011500,1168010700
1111011900,1111010100
1111011900,1111010400
1111011900,1111010500
1111011900,1111010600
1111011900,1111011900
1111011900,1111012600
1111011900,1111013400
1111011900,1111013500
1111011900,1111013800
1111011900,1111014000
1111011900,1111015100
1111011900,1111015300
1111011900,1111015600
1111011900,1111016100
1111011900,1111016200
1111011900,1111016300
1111011900,1111016800
1111011900,1111017400
1111011900,1111017500
1111011900,1111018200
1111011900,1111018300
1111011900,1111018400
1111011900,1111018500
1111011900,1114010400
1111011900,1114010600
1111011900,1114011200
1111011900,1114011400
1111011900,1114011800
1111011900,1114012000
1111011900,1114012500
1111011900,1114013100
1111011900,1114013800
1111011900,1114014400
1111011900,1114014500
1111011900,1114014900
1111011900,1114015000
1111011900,1114015200
1111011900,1114015500
1111011900,1114016200
1111011900,1114016500
1111011900,1114016600
1111011900,1114016700
1111011900,1117010100
1111011900,1117010400
1111011900,1117010700
1111011900,1117011900
1111011900,1117012400
1111011900,1117012500
1111011900,1117012800
1111011900,1117013000
1111011900,1117013100
1111011900,1120010200
1111011900,1120010500
1111011900,1120010700
1111011900,1120010900
1111011900,1120011400
1111011900,1120011500
1111011900,1121510100
1111011900,1121510300
1111011900,1121510400
1111011900,1121510500
1111011900,1121510700
1111011900,1123010100
1111011900,1123010200
1111011900,1123010400
1111011900,1123010500
1111011900,1123010600
1111011900,1123010900
1111011900,1123011000
1111011900,1126010100
1111011900,1129012500
1111011900,1129013300
1111011900,1129013400
1111011900,1129013500
1111011900,1129013600
1111011900,1129013900
1111011900,1130510100
1111011900,1130510200
1111011900,1130510300
1111011900,1132010600
1111011900,1132010700
1111011900,1135010200
1111011900,1135010300
1111011900,1135010500
1111011900,1138010300
1111011900,1138010600
1111011900,1138010900
1111011900,1138011400
1111011900,1141010100
1111011900,1141010200
1111011900,1141011100
1111011900,1141011800
1111011900,1144010100
1111011900,1144010200
1111011900,1144010400
1111011900,1144010800
1111011900,1144011400
1111011900,1144012000
1111011900,1144012100
1111011900,1144012200
1111011900,1144012500
1111011900,1144012700
1111011900,1147010100
1111011900,1147010200
1111011900,1147010300
1111011900,1150010100
1111011900,1150010300
1111011900,1150010400
1111011900,1150010500
1111011900,1150010800
1111011900,1150010900
1111011900,1150011100
1111011900,1153010200
1111011900,1154510100
1111011900,1156010200
1111011900,1156010800
1111011900,1156011000
1111011900,1156011300
1111011900,1156011500
1111011900,1156012100
1111011900,1156012600
1111011900,1156012900
1111011900,1156013200
1111011900,1156013300
1111011900,1159010100
1111011900,1159010200
1111011900,1159010500
1111011900,1162010100
1111011900,1162010200
1111011900,1165010100
1111011900,1165010600
1111011900,1165010700
1111011900,1165010800
1111011900,1168010100
1111011900,1168010400
1111011900,1168010500
1111011900,1168010600
1111011900,1168010700
1111011900,1168010800
1111011900,1171010100
1111011900,1171010200
1111011900,1171010300
1111011900,1171010700
1111011900,1171010800
1111011900,1171010900
1111011900,1171011100
1111011900,1171011200
1111011900,1171011400
1111011900,1174010100
1111011900,1174010200
1111011900,1174010300
1111011900,1174010600
1111011900,1174010700
1111011900,1174010800
1111012100,1111011900
1111012100,1111012100
1111012100,1111012600
1111012100,1111013500
1111012100,1111013800
1111012100,1111015600
1111012100,1111016100
1111012100,1111016200
1111012100,1111016300
1111012100,1111016800
1111012100,1111017400
1111012100,1111017500
1111012100,1114010600
1111012100,1114011500
1111012100,1117013100
1111012100,1123010200
1111012100,1129013500
1111012100,1130510100
1111012100,1138010200
1111012100,1138010300
1111012100,1141010200
1111012100,1141011000
1111012100,1141011100
1111012100,1141011200
1111012100,1141011600
1111012100,1141011900
1111012100,1144010100
1111012100,1144010200
1111012100,1144012000
1111012100,1156011000
1111012100,1156012100
1111012100,1165010600
1111012100,1165010700
1111012100,1165010800
1111012500,1111016000
1111012500,1129010500
1111012600,1111011900
1111012600,1111012100
1111012600,1111012600
1111012600,1111013800
1111012600,1111015600
1111012600,1111016100
1111012600,1111016200
1111012600,1111016300
1111012600,1111016800
1111012600,1111017400
1111012600,1111017600
1111012600,1111017700
1111012600,1111018200
1111012600,1117013100
1111012600,1123010200
1111012600,1123010400
1111012600,1126010200
1111012600,1126010500
1111012600,1130510100
1111012600,1132010700
1111012600,1138010200
1111012600,1138010300
1111012600,1141010200
1111012600,1141011000
1111012600,1141011100
1111012600,1141011300
1111012600,1141011600
1111012600,1141011700
1111012600,1141011900
1111012600,1144010100
1111012600,1144010200
1111012600,1144012000
1111012600,1144012700
1111012600,1156011000
1111012600,1162010200
1111012600,1165010200
1111012600,1165010600
1111012600,1165010800
1111012700,1111014800
1111012700,1111017300
1111012800,1111013200
1111012800,1111014600
1111012800,1111016000
1111012800,1111016600
1111012800,1111016800
1111012800,1129013300
1111012800,1130510100
1111012800,1130510300
1111012900,1111012900
1111012900,1111013200
1111012900,1111016600
1111012900,1111018300
1111012900,1114010600
1111012900,1114011500
1111012900,1114011600
1111012900,1129010300
1111012900,1129013300
1111012900,1130510100
1111012900,1130510300
1111013000,1111016600
1111013200,1111011400
1111013200,1111012600
1111013200,1111012900
1111013200,1111013200
1111013200,1111015900
1111013200,1111016000
1111013200,1111016400
1111013200,1111016600
1111013200,1111016800
1111013200,1111017100
1111013200,1114010600
1111013200,1114011500
1111013200,1114011600
1111013200,1114011800
1111013200,1114012000
1111013200,1117012500
1111013200,1129010500
1111013200,1129011600
1111013200,1129013300
1111013200,1129013400
1111013200,1129013800
1111013200,1130510100
1111013200,1130510300
1111013200,1141010200
1111013200,1141010800
1111013200,1141011300
1111013200,1141011400
1111013200,1141011700
1111013200,1144012700
1111013200,1153010200
1111013200,1156011000
1111013400,1111010700
1111013400,1111011900
1111013400,1111013400
1111013400,1111013500
1111013400,1111014900
1111013400,1111015100
1111013400,1111015600
1111013400,1111016300
1111013400,1111016400
1111013400,1111016800
1111013400,1111017400
1111013400,1111018700
1111013400,1114010400
1111013400,1114011200
1111013400,1114012000
1111013400,1114012500
1111013400,1114013800
1111013400,1114014400
1111013400,1114014900
1111013400,1114015000
1111013400,1114015500
1111013400,1114016200
1111013400,1114016300
1111013400,1114016500
1111013400,1117010400
1111013400,1117010700
1111013400,1117012500
1111013400,1117012700
1111013400,1117012800
1111013400,1117013000
1111013400,1117013100
1111013400,1120010200
1111013400,1120010700
1111013400,1120011100
1111013400,1120011400
1111013400,1120011500
1111013400,1121510300
1111013400,1121510700
1111013400,1123010100
1111013400,1123010300
1111013400,1123010400
1111013400,1123010600
1111013400,1123011000
1111013400,1129011100
1111013400,1129012500
1111013400,1130510200
1111013400,1135010300
1111013400,1135010500
1111013400,1138010200
1111013400,1138010300
1111013400,1138010500
1111013400,1138010600
1111013400,1138010900
1111013400,1138011000
1111013400,1138011400
1111013400,1141010100
1111013400,1141010200
1111013400,1141011100
1111013400,1141011600
1111013400,1144010100
1111013400,1144010200
1111013400,1144010400
1111013400,1144012000
1111013400,1144012100
1111013400,1147010200
1111013400,1153010200
1111013400,1154510100
1111013400,1156011000
1111013400,1156012100
1111013400,1159010100
1111013400,1159010700
1111013400,1162010100
1111013400,1162010200
1111013400,1165010100
1111013400,1165010200
1111013400,1165010600
1111013400,1165010700
1111013400,1165010800
1111013400,1168010100
1111013400,1168010400
1111013400,1168010500
1111013400,1168010600
1111013400,1168010700
1111013400,1168010800
1111013400,1168011400
1111013400,1168011500
1111013400,1168011800
1111013400,1171010100
1111013400,1171010200
1111013400,1171010700
1111013500,1111010700
1111013500,1111013400
1111013500,1111013500
1111013500,1111015100
1111013500,1111015600
1111013500,1111016300
1111013500,1111016400
1111013500,1111016800
1111013500,1111017400
1111013500,1111017500
1111013500,1114010400
1111013500,1114011200
1111013500,1114012000
1111013500,1114012500
1111013500,1114013800
1111013500,1114014400
1111013500,1114014900
1111013500,1114015500
1111013500,1114016200
1111013500,1114016600
1111013500,1114016700
1111013500,1117010400
1111013500,1117010700
1111013500,1117012700
1111013500,1117012800
1111013500,1117013100
1111013500,1120011300
1111013500,1120011500
1111013500,1123010100
1111013500,1123010300
1111013500,1123010400
1111013500,1123010800
1111013500,1123010900
1111013500,1123011000
1111013500,1126010100
1111013500,1126010200
1111013500,1129011100
1111013500,1129012500
1111013500,1129013300
1111013500,1129013400
1111013500,1129013500
1111013500,1129013600
1111013500,1129013900
1111013500,1130510100
1111013500,1130510200
1111013500,1130510300
1111013500,1130510400
1111013500,1132010600
1111013500,1132010700
1111013500,1132010800
1111013500,1135010200
1111013500,1135010300
1111013500,1135010400
1111013500,1135010500
1111013500,1135010600
1111013500,1138010300
1111013500,1138010600
1111013500,1141010200
1111013500,1141011600
1111013500,1144010800
1111013500,1144012000
1111013500,1144012100
1111013500,1147010100
1111013500,1147010200
1111013500,1150010300
1111013500,1150010400
1111013500,1150010500
1111013500,1153010200
1111013500,1153010700
1111013500,1153010800
1111013500,1153011000
1111013500,1154510100
1111013500,1154510300
1111013500,1156010100
1111013500,1156011000
1111013500,1156011600
1111013500,1156013200
1111013500,1159010100
1111013500,1159010200
1111013500,1159010400
1111013500,1159010700
1111013500,1162010100
1111013500,1162010200
1111013500,1165010100
1111013500,1165010200
1111013500,1165010600
1111013500,1165010700
1111013500,1165010800
1111013500,1168010100
1111013500,1168010500
1111013500,1168010700
1111013500,1171010100
1111013500,1171010200
1111013600,1111014800
1111013800,1111012100
1111013800,1111012600
1111013800,1111013800
1111013800,1111014600
1111013800,1111014800
1111013800,1111015600
1111013800,1111016100
1111013800,1111016200
1111013800,1111016300
1111013800,1111016800
1111013800,1111016900
1111013800,1111017400
1111013800,1111017500
1111013800,1111017700
1111013800,1114014500
1111013800,1114014800
1111013800,1114016200
1111013800,1117013100
1111013800,1120012200
1111013800,1121510900
1111013800,1123010200
1111013800,1123010300
1111013800,1123010400
1111013800,1123010500
1111013800,1126010100
1111013800,1126010200
1111013800,1126010500
1111013800,1126010600
1111013800,1129010300
1111013800,1129010500
1111013800,1129011100
1111013800,1129011600
1111013800,1129013300
1111013800,1129013400
1111013800,1129013500
1111013800,1129013600
1111013800,1129013800
1111013800,1130510100
1111013800,1130510200
1111013800,1132010500
1111013800,1132010600
1111013800,1132010700
1111013800,1138010300
1111013800,1141010200
1111013800,1141010400
1111013800,1141011600
1111013800,1144010100
1111013800,1144012100
1111013800,1144012500
1111013800,1144012700
1111013800,1156011000
1111013800,1165010700
1111013800,1165010800
1111013900,1111011900
1111013900,1114010300
1111013900,1114016700
1111013900,1156011000
1111014000,1111011900
1111014000,1114010300
1111014000,1114011400
1111014000,1114011900
1111014000,1114016700
1111014000,1117012800
1111014000,1153010200
1111014000,1154510100
1111014000,1156011000
1111014000,1168010100
1111014000,1168010500
1111014100,1111012900
1111014100,1114010600
1111014100,1114011500
1111014100,1114012000
1111014100,1138010700
1111014100,1141011300
1111014100,1141011700
1111014100,1144012700
1111014100,1156011000
1111014600,1111012600
1111014600,1111012700
1111014600,1111013400
1111014600,1111013600
1111014600,1111013800
1111014600,1111014600
1111014600,1111014700
1111014600,1111017300
1111014600,1114012000
1111014600,1156011000
1111014600,1165010800
1111014600,1168010100
1111014600,1168010700
1111014600,1168010800
1111014700,1111013600
1111014700,1111013800
1111014700,1111014600
1111014700,1111014700
1111014700,1111014800
1111014800,1111013400
1111014800,1111013600
1111014800,1111013800
1111014800,1111014700
1111014900,1111012700
1111014900,1111013400
1111014900,1111013600
1111014900,1111013800
1111014900,1111014600
1111014900,1111014700
1111014900,1165010800
1111014900,1168010100
1111015100,1111010700
1111015100,1111013000
1111015100,1111013400
1111015100,1111013500
1111015100,1111015100
1111015100,1111015600
1111015100,1111015900
1111015100,1111016300
1111015100,1111016600
1111015100,1111017400
1111015100,1111017500
1111015100,1114011200
1111015100,1114012000
1111015100,1114012500
1111015100,1114013800
1111015100,1114014400
1111015100,1114015500
1111015100,1114016200
1111015100,1114016600
1111015100,1114016700
1111015100,1117010400
1111015100,1117012800
1111015100,1120011500
1111015100,1123010100
1111015100,1123010300
1111015100,1123010400
1111015100,1135010500
1111015100,1138010300
1111015100,1138010600
1111015100,1138011400
1111015100,1141011100
1111015100,1153010200
1111015100,1156010100
1111015100,1156011000
1111015100,1159010700
1111015100,1162010100
1111015100,1165010100
1111015100,1165010700
1111015100,1165010800
1111015100,1168010100
1111015100,1168010400
1111015100,1168010500
1111015100,1168010600
1111015100,1168010700
1111015100,1168010800
1111015100,1168011400
1111015100,1168011800
1111015300,1111010700
1111015300,1111011900
1111015300,1111013400
1111015300,1111015300
1111015300,1111015600
1111015300,1111016300
1111015300,1111017400
1111015300,1114010400
1111015300,1114011200
1111015300,1114012000
1111015300,1114012500
1111015300,1114013800
1111015300,1114014500
1111015300,1114014900
1111015300,1114015000
1111015300,1114015200
1111015300,1114015500
1111015300,1114016200
1111015300,1114016500
1111015300,1114016700
1111015300,1117010700
1111015300,1120010700
1111015300,1120010900
1111015300,1120011400
1111015300,1120011500
1111015300,1121510100
1111015300,1121510300
1111015300,1121510700
1111015300,1123010500
1111015300,1123010600
1111015300,1126010100
1111015300,1135010500
1111015300,1138010200
1111015300,1141010100
1111015300,1141010200
1111015300,1141011600
1111015300,1144010100
1111015300,1144010200
1111015300,1144010400
1111015300,1144010800
1111015300,1144011400
1111015300,1144012000
1111015300,1144012100
1111015300,1144012500
1111015300,1144012700
1111015300,1147010100
1111015300,1147010200
1111015300,1150010300
1111015300,1150010400
1111015300,1150010500
1111015300,1150010900
1111015300,1150011100
1111015300,1153010200
1111015300,1156010200
1111015300,1156010800
1111015300,1156011000
1111015300,1156011300
1111015300,1156012600
1111015300,1162010100
1111015300,1165010700
1111015300,1165010800
1111015300,1168010100
1111015300,1168010400
1111015300,1168010500
1111015300,1168010700
1111015300,1171010200
1111015300,1171010300
1111015300,1171010700
1111015300,1171010800
1111015300,1171011100
1111015300,1174010100
1111015300,1174010200
1111015300,1174010300
1111015300,1174010600
1111015300,1174010800
1111015600,1111010700
1111015600,1111011900
1111015600,1111012100
1111015600,1111012600
1111015600,1111013400
1111015600,1111013500
1111015600,1111013800
1111015600,1111015100
1111015600,1111015300
1111015600,1111015600
1111015600,1111016300
1111015600,1111016400
1111015600,1111016800
1111015600,1111017400
1111015600,1111017500
1111015600,1111017700
1111015600,1111018700
1111015600,1114011200
1111015600,1114011500
1111015600,1114011600
1111015600,1114012000
1111015600,1114012400
1111015600,1114012500
1111015600,1114013800
1111015600,1114014400
1111015600,1114014900
1111015600,1114015500
1111015600,1114016200
1111015600,1114016600
1111015600,1114016700
1111015600,1117010400
1111015600,1117010700
1111015600,1117012500
1111015600,1117012800
1111015600,1120010700
1111015600,1120011100
1111015600,1121510100
1111015600,1123010100
1111015600,1123010200
1111015600,1123010300
1111015600,1123010400
1111015600,1123010900
1111015600,1123011000
1111015600,1126010200
1111015600,1126010500
1111015600,1129011100
1111015600,1129011900
1111015600,1129012500
1111015600,1129013300
1111015600,1129013500
1111015600,1129013600
1111015600,1129013900
1111015600,1130510100
1111015600,1130510200
1111015600,1130510300
1111015600,1132010600
1111015600,1132010700
1111015600,1132010800
1111015600,1135010200
1111015600,1135010300
1111015600,1135010500
1111015600,1138010200
1111015600,1138010300
1111015600,1138010500
1111015600,1138010600
1111015600,1138011400
1111015600,1141010100
1111015600,1141010200
1111015600,1141011100
1111015600,1141011200
1111015600,1141011600
1111015600,1141012000
1111015600,1144010100
1111015600,1144010200
1111015600,1144010400
1111015600,1144012000
1111015600,1144012100
1111015600,1144012700
1111015600,1147010100
1111015600,1147010200
1111015600,1150010300
1111015600,1150010400
1111015600,1153010200
1111015600,1153010700
1111015600,1153010800
1111015600,1154510100
1111015600,1156010100
1111015600,1156011000
1111015600,1156013200
1111015600,1159010100
1111015600,1159010700
1111015600,1162010100
1111015600,1162010200
1111015600,1165010100
1111015600,1165010200
1111015600,1165010600
1111015600,1165010700
1111015600,1165010800
1111015600,1168010100
1111015600,1168010500
1111015600,1168010700
1111015600,1168010800
1111015600,1168011800
1111015600,1171010100
1111015600,1171010200
1111015600,1171010700
1111015700,1111012600
1111015700,1111016600
1111015800,1114011200
1111015800,1165010800
1111015900,1111012000
1111015900,1111012600
1111015900,1111013800
1111015900,1111015100
1111015900,1111015600
1111015900,1111015900
1111015900,1111016100
1111015900,1114010500
1111015900,1114011500
1111015900,1114012400
1111015900,1114013200
1111015900,1114013700
1111015900,1156011000
1111015900,1165010600
1111015900,1165010700
1111015900,1165010800
1111015900,1168010100
1111015900,1168010500
1111016000,1111016400
1111016000,1114014300
1111016000,1114014800
1111016000,1129013300
1111016000,1168010500
1111016000,1168010700
1111016000,1171010200
1111016100,1111012100
1111016100,1111012600
1111016100,1111013800
1111016100,1111015600
1111016100,1111016100
1111016100,1111016200
1111016100,1111016300
1111016100,1111016800
1111016100,1111016900
1111016100,1111017300
1111016100,1111017400
1111016100,1111017500
1111016100,1114011600
1111016100,1121510100
1111016100,1123010100
1111016100,1123010200
1111016100,1123010400
1111016100,1126010100
1111016100,1126010500
1111016100,1129013300
1111016100,1130510100
1111016100,1130510200
1111016100,1141011600
1111016100,1156011000
1111016200,1111013200
1111016200,1111016200
1111016200,1111016600
1111016200,1111016800
1111016200,1111016900
1111016200,1111017000
1111016200,1111017300
1111016200,1111017400
1111016200,1114012500
1111016200,1129010500
1111016200,1129013300
1111016200,1130510100
1111016200,1130510200
1111016200,1130510300
1111016200,1132010700
1111016300,1111010700
1111016300,1111011900
1111016300,1111012100
1111016300,1111012600
1111016300,1111013400
1111016300,1111013500
1111016300,1111013800
1111016300,1111015100
1111016300,1111015600
1111016300,1111016100
1111016300,1111016300
1111016300,1111016400
1111016300,1111017400
1111016300,1111017500
1111016300,1111018700
1111016300,1114010400
1111016300,1114011200
1111016300,1114011600
1111016300,1114012000
1111016300,1114012500
1111016300,1114013800
1111016300,1114014200
1111016300,1114014400
1111016300,1114014900
1111016300,1114015500
1111016300,1114016200
1111016300,1114016600
1111016300,1114016700
1111016300,1117010400
1111016300,1117012800
1111016300,1117013000
1111016300,1120010200
1111016300,1120011400
1111016300,1120011500
1111016300,1120012200
1111016300,1121510100
1111016300,1123010100
1111016300,1123010200
1111016300,1123010300
1111016300,1123010400
1111016300,1123010500
1111016300,1123010600
1111016300,1123010800
1111016300,1123010900
1111016300,1123011000
1111016300,1126010100
1111016300,1126010200
1111016300,1126010300
1111016300,1126010500
1111016300,1126010600
1111016300,1129011100
1111016300,1129012500
1111016300,1129013000
1111016300,1129013300
1111016300,1129013500
1111016300,1129013600
1111016300,1129013700
1111016300,1129013800
1111016300,1129013900
1111016300,1130510100
1111016300,1130510300
1111016300,1132010600
1111016300,1132010700
1111016300,1132010800
1111016300,1135010200
1111016300,1135010300
1111016300,1135010500
1111016300,1135010600
1111016300,1138010200
1111016300,1138010300
1111016300,1138010600
1111016300,1138010700
1111016300,1138010900
1111016300,1138011400
1111016300,1141010200
1111016300,1141011100
1111016300,1141011600
1111016300,1141011700
1111016300,1141011800
1111016300,1144010100
1111016300,1144010200
1111016300,1144010400
1111016300,1144010800
1111016300,1144012000
1111016300,1144012100
1111016300,1144012500
1111016300,1144012700
1111016300,1147010100
1111016300,1147010200
1111016300,1150010300
1111016300,1150010400
1111016300,1150010500
1111016300,1150010900
1111016300,1153010200
1111016300,1153010700
1111016300,1153010800
1111016300,1154510100
1111016300,1154510300
1111016300,1156010100
1111016300,1156011000
1111016300,1156012900
1111016300,1156013200
1111016300,1159010100
1111016300,1159010200
1111016300,1159010500
1111016300,1159010700
1111016300,1159010900
1111016300,1162010100
1111016300,1162010200
1111016300,1165010700
